,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,,13,,,14,,,15,,,16,,,17,,,18,,,19,,,20,,,21,,
57600,47.95430535,39.76282747,41.42106772,47.95361351,39.76197501,41.42040582,47.95504923,39.76353774,41.42171259,47.95504923,39.76353774,41.42171259,47.9541313,39.7623045,41.4207538,48.00424479,39.81386958,41.49260007,48.00586789,39.81572119,41.49472723,48.00697359,39.81697883,41.49527928,48.00614795,39.81612596,41.49403421,47.95527237,39.76370842,41.42098632,47.95430153,39.76270617,41.41953724,47.92723756,39.73555574,41.3935592,47.92722502,39.73550705,41.3937598,47.92748977,39.73577,41.39401233,47.92709213,39.73540975,41.3941092,47.95619956,39.76476569,41.42286276,47.95685711,39.76541804,41.4234848,47.95738136,39.76600519,41.42399949,47.82557589,39.63012818,41.2346694,47.9564053,39.76494323,41.42268405,47.95656666,39.76510862,41.422904
58500,47.90700447,39.71551764,41.38260911,47.90630331,39.71465552,41.38193561,47.90775663,39.71623639,41.38326461,47.90775663,39.71623639,41.38326461,47.90683103,39.71499586,41.38229724,47.95747472,39.76709146,41.45467703,47.95911068,39.76895511,41.45681818,47.96022593,39.77022281,41.45738025,47.95939292,39.76936289,41.45612625,47.90798431,39.71641206,41.3825547,47.90700835,39.715405,41.38110514,47.87968087,39.68798465,41.354809,47.87966616,39.68793359,41.35500372,47.87993285,39.68819852,41.35525869,47.87952781,39.6878305,41.35533826,47.90891699,39.71747443,41.38442647,47.90958036,39.71813267,41.38505566,47.9101097,39.7187248,41.3855764,47.77682037,39.58136546,41.19454311,47.90912687,39.71765615,41.38425774,47.90928836,39.71782162,41.38447684
59400,47.85973429,39.66822509,41.34328525,47.8590237,39.66735322,41.34259989,47.86049481,39.66895238,41.34395162,47.86049481,39.66895238,41.34395162,47.85956147,39.66770446,41.34297551,47.91076703,39.72036151,41.41599905,47.91241121,39.72223272,41.4181383,47.9135424,39.72351669,41.4187319,47.91270692,39.72265448,41.41748546,47.86073092,39.66913685,41.3432711,47.85975199,39.66812706,41.34182857,47.83215371,39.64043002,41.31519311,47.83213637,39.64037616,41.31538042,47.83240502,39.64064308,41.31563785,47.83199183,39.64026657,41.3156977,47.86166533,39.67020062,41.34512547,47.86233458,39.67086482,41.34576199,47.86286907,39.671462,41.34628894,47.7281155,39.53263923,41.15361085,47.86188051,39.67038766,41.3449708,47.86204202,39.67055311,41.34518858
60300,47.81253693,39.62099325,41.30322503,47.81181702,39.62011175,41.30252823,47.8133057,39.62172896,41.30390185,47.8133057,39.62172896,41.30390185,47.81236465,39.62047366,41.30291719,47.86412265,39.67368302,41.37655475,47.86577594,39.67556271,41.37869484,47.86692197,39.67686187,41.37931618,47.86608339,39.67599678,41.3780751,47.8135492,39.62192122,41.30324696,47.81256658,39.62090799,41.30180925,47.78470056,39.59293763,41.27484797,47.78468084,39.59288121,41.27502871,47.78495142,39.59315009,41.27528851,47.78453042,39.5927654,41.27533009,47.8144863,39.62298733,41.30508735,47.81516138,39.62365742,41.30573095,47.81570097,39.62425962,41.30626391,47.67950043,39.48399005,41.11199517,47.81470623,39.62317915,41.3049449,47.8148679,39.62334473,41.30516178
61200,47.80436365,39.62448741,41.2975151,47.8036514,39.62362604,41.29682136,47.80514364,39.62523657,41.29820603,47.80514364,39.62523657,41.29820603,47.8042142,39.62401585,41.2972309,47.85630506,39.67753708,41.37137624,47.85794404,39.67938701,41.37348855,47.85907282,39.68065737,41.37412162,47.85824131,39.67980052,41.37290223,47.80538834,39.62543328,41.29760038,47.80441265,39.62442826,41.29618435,47.77634865,39.59625779,41.26891647,47.77632974,39.59620501,41.26908852,47.77659911,39.59647289,41.26934841,47.77617614,39.59608394,41.26936665,47.80630767,39.62647255,41.29938153,47.8069806,39.62714103,41.30002642,47.80751598,39.62773464,41.30055772,47.67044685,39.48666679,41.10495353,47.80652921,39.62666834,41.29925584,47.80669043,39.62683333,41.29947114
62100,47.76097006,39.58115635,41.26161077,47.76024944,39.58028645,41.26090709,47.7617581,39.58191375,41.2623118,47.7617581,39.58191375,41.2623118,47.76082209,39.58068689,41.26132971,47.81345859,39.63475382,41.33605977,47.8151056,39.63661111,41.33817206,47.8162469,39.63789422,41.33882877,47.81541232,39.63703452,41.33761393,47.76200874,39.58211682,41.26172827,47.76102973,39.58110875,41.26031708,47.73269838,39.55266524,41.23273329,47.73267742,39.55261027,41.23289953,47.73294852,39.55287991,41.2331615,47.73251874,39.5524838,41.23316369,47.76293073,39.58315834,41.26349688,47.76360895,39.58383216,41.26414806,47.76414888,39.58443021,41.26468456,47.62564818,39.44193076,41.06755725,47.76315656,39.58335848,41.26338244,47.76331787,39.58352351,41.26359671
63000,47.71767428,39.53790779,41.22503694,47.71694535,39.53702939,41.22432354,47.7184703,39.53867334,41.2257478,47.7184703,39.53867334,41.2257478,47.71752772,39.53744029,41.22475882,47.77070682,39.59205012,41.30006198,47.7723622,39.59391514,41.30217534,47.77351576,39.59521075,41.30285437,47.77267804,39.59434816,41.30164358,47.71872677,39.53888267,41.22518523,47.71774416,39.53787126,41.22377781,47.68914588,39.50915548,41.19588461,47.68912294,39.50909839,41.19604539,47.68939577,39.50936978,41.1963094,47.68895917,39.50896649,41.19629602,47.71965157,39.53992655,41.22694234,47.72033505,39.5406057,41.22759968,47.72087951,39.54120819,41.22814129,47.58095585,39.39728535,41.02952161,47.71988146,39.54013084,41.22683824,47.72004294,39.54029601,41.22705175
63900,47.67449503,39.49476151,41.18787742,47.67375767,39.4938745,41.18715411,47.67529913,39.49553533,41.18859825,47.67529913,39.49553533,41.18859825,47.67434985,39.49429593,41.18760218,47.72807505,39.54945272,41.26348334,47.72973893,39.55132564,41.26559838,47.73090487,39.55263389,41.26629937,47.730064,39.55176839,41.26509227,47.67556297,39.49575257,41.18805951,47.67457681,39.4947379,41.18665571,47.64570454,39.46574261,41.15844102,47.64567933,39.46568308,41.15859584,47.64595392,39.46595626,41.15886195,47.64551067,39.46554597,41.15883384,47.67648917,39.49679731,41.18980247,47.677178,39.49748187,41.19046608,47.67772707,39.49808889,41.19101291,47.53635457,39.35271415,40.99084691,47.67672331,39.49700596,41.18970881,47.67688504,39.49717134,41.18992177
64800,47.71725472,39.5610063,41.24649626,47.71654001,39.56016976,41.24578862,47.71806991,39.56179456,41.24723323,47.71806991,39.56179456,41.24723323,47.71714881,39.56063131,41.24626259,47.77074892,39.61562148,41.32212733,47.77237469,39.61742497,41.32417949,47.77350046,39.61866806,41.32489202,47.77268113,39.61782657,41.32373612,47.71833905,39.5620243,41.24679253,47.71737229,39.5610315,41.24543435,47.68853022,39.53204505,41.21703399,47.68850748,39.53199495,41.2171739,47.68877798,39.53226438,41.21743804,47.68833314,39.53184824,41.21736756,47.71922091,39.56300604,41.24840904,47.71990016,39.56368192,41.24906877,47.72043677,39.56426742,41.24960719,47.57943282,39.41940711,41.04955741,47.71945536,39.56321982,41.24834217,47.71961614,39.56338402,41.24855299
65700,47.68292369,39.5269801,41.22114002,47.6822031,39.52613769,41.22042683,47.68374619,39.52777585,41.22188439,47.68374619,39.52777585,41.22188439,47.6828213,39.52660937,41.2209107,47.73691709,39.58209217,41.29719962,47.73855032,39.58390256,41.29925444,47.7396808,39.58515015,41.29997512,47.73885603,39.58430321,41.29881547,47.68401137,39.52800138,41.22144013,47.68303995,39.52700402,41.22008139,47.65395974,39.49777626,41.19145865,47.65393662,39.49772578,41.19159691,47.65420837,39.49799647,41.19186229,47.65376134,39.49757808,41.19178769,47.68490214,39.52899212,41.22306451,47.68558525,39.52967189,41.22372796,47.68612499,39.53026037,41.22426922,47.54379946,39.38408532,41.02305083,47.68513794,39.5292072,41.22300161,47.68529893,39.52937159,41.22321184
66600,47.64873994,39.49308303,41.19518288,47.64801277,39.49223399,41.19446229,47.64957076,39.49388734,41.1959374,47.64957076,39.49388734,41.1959374,47.64864172,39.4927172,41.19495978,47.70327384,39.54873662,41.27178008,47.70491269,39.55055194,41.27383285,47.70605104,39.55180745,41.27456948,47.70522363,39.55095806,41.27341331,47.64984013,39.49411744,41.19551063,47.64886658,39.49311825,41.19415771,47.61951704,39.46361607,41.16523403,47.6194924,39.46356397,41.16536773,47.61976554,39.46383607,41.1656347,47.61931259,39.46341143,41.16554645,47.65073225,39.49510906,41.19712322,47.65141975,39.49579326,41.19779171,47.65196299,39.49638513,41.19833676,47.50822779,39.34879994,40.99572125,47.65097197,39.49532819,41.19707076,47.65113283,39.49549239,41.19727952
67500,47.61459539,39.45919954,41.16839864,47.61386171,39.45834396,41.16767093,47.61543433,39.46001221,41.16916278,47.61543433,39.46001221,41.16916278,47.61450107,39.45883831,41.16818123,47.66966902,39.51539404,41.24552871,47.67131351,39.51721437,41.24757981,47.67246017,39.51847825,41.24833271,47.67163037,39.51762671,41.24718037,47.61570756,39.46024652,41.16875168,47.61473157,39.45924518,41.16740336,47.58511323,39.42946959,41.13818591,47.5850871,39.42941591,41.13831534,47.58536161,39.4296894,41.13858386,47.58490296,39.42925874,41.13848296,47.61660142,39.46123942,41.17035422,47.61729326,39.46192801,41.17102757,47.61783999,39.46252327,41.17157631,47.47270043,39.31353298,40.96758478,47.61684475,39.46146229,41.17031097,47.61700558,39.46162641,41.17051861
68400,47.57745497,39.42275862,41.14759808,47.57671454,39.4218963,41.14686303,47.57830282,39.42358013,41.14837242,47.57830282,39.42358013,41.14837242,47.57736532,39.4224028,41.14738692,47.63305591,39.47947263,41.22512866,47.63470624,39.48129767,41.22717767,47.63586139,39.4825705,41.22794814,47.63502958,39.48171734,41.22680141,47.57858152,39.4238209,41.14798279,47.57760298,39.42281742,41.14663962,47.54757505,39.39262487,41.11700947,47.54754714,39.39256926,41.11713369,47.54782306,39.39284419,41.1174038,47.54735788,39.39240653,41.11728797,47.57947543,39.42481298,41.14956949,47.58017182,39.42550616,41.15024788,47.58072218,39.42610485,41.15080044,47.43421571,39.27577083,40.94578292,47.57972254,39.42503976,41.14953606,47.57988352,39.425204,41.14974302
69300,47.54336161,39.38887096,41.1196059,47.54261477,39.38800219,41.11886392,47.54421723,39.38970046,41.12038935,47.54421723,39.38970046,41.12038935,47.54327533,39.38851913,41.11939976,47.59949214,39.44611551,41.19765258,47.60114844,39.44794595,41.19970138,47.60231209,39.44922737,41.20048701,47.60147792,39.44837208,41.19934336,47.54450025,39.38994592,41.12001451,47.54351908,39.38894008,41.11867465,47.51321046,39.35846234,41.0887425,47.51318103,39.35840512,41.08886273,47.51345831,39.35868142,41.08913434,47.51298745,39.35823777,41.08900674,47.54539565,39.39093903,41.12159216,47.54609633,39.39163655,41.12227526,47.54665021,39.39223866,41.12283147,47.39876296,39.24052347,40.91647669,47.54564626,39.39116944,41.12156691,47.54580732,39.39133371,41.12177313
70200,47.50934374,39.3550391,41.09103685,47.50859052,39.35416392,41.09028802,47.51020704,39.35587649,41.09182921,47.51020704,39.35587649,41.09182921,47.50926066,39.35469104,41.09083546,47.56600328,39.41281376,41.16959836,47.56766566,39.41464973,41.17164749,47.56883797,39.41593991,41.17244798,47.56800155,39.41508261,41.17130738,47.51049469,39.35612697,41.09146921,47.50951084,39.3551187,41.09013218,47.47892081,39.32435536,41.05989954,47.47888983,39.32429649,41.06001586,47.47916845,39.32457415,41.06028895,47.47869177,39.32412437,41.06014956,47.51139135,39.35712086,41.09303781,47.51209632,39.35782271,41.09372558,47.51265373,39.35842827,41.09428545,47.36338834,39.20533417,40.88660006,47.51164544,39.35735489,41.09302036,47.51180664,39.35751925,41.09322603
71100,47.47540477,39.32126774,41.06195648,47.47464514,39.3203861,41.06120071,47.47627569,39.32211296,41.06275774,47.47627569,39.32211296,41.06275774,47.47532474,39.32092325,41.06175967,47.53259461,39.37957406,41.14103745,47.53426316,39.38141569,41.14308732,47.53544431,39.38271483,41.14390253,47.53460579,39.38185566,41.14276505,47.47656896,39.3223695,41.06241438,47.4755825,39.32135887,41.06108007,47.44470713,39.29030604,41.03053932,47.44467443,39.29024534,41.03065142,47.44495441,39.29052438,41.03092601,47.44447197,39.29006852,41.03077532,47.47746604,39.32336328,41.06397231,47.47817533,39.32406949,41.06466479,47.4787363,39.32467855,41.06522837,47.32807685,39.17018792,40.85616807,47.47772373,39.32360105,41.0639627,47.4778851,39.32376556,41.06416795
72000,47.29248484,39.09001694,40.89270704,47.29165024,39.08900575,40.89188088,47.29335637,39.09085539,40.89351022,47.29335637,39.09085539,40.89351022,47.29232289,39.0894881,40.89243057,47.35124674,39.14990007,40.9730515,47.35301045,39.15189782,40.97522091,47.35433919,39.15339618,40.97612952,47.35346603,39.15249935,40.97493565,47.2937429,39.09119831,40.89321284,47.29271713,39.09014492,40.89181427,47.26095941,39.05819154,40.86042541,47.26090684,39.05809755,40.86053352,47.26120094,39.0583901,40.86081986,47.26067756,39.05789974,40.86066196,47.29466001,39.09224362,40.89482323,47.29540713,39.09298597,40.89554774,47.29601028,39.09365531,40.89614946,47.14094681,38.93441286,40.68351692,47.29494094,39.09249553,40.89480997,47.29510595,39.09266407,40.89502117
72900,47.24277375,39.03991053,40.84035725,47.24192874,39.03888852,40.83951965,47.2436522,39.04075589,40.84116756,47.2436522,39.04075589,40.84116756,47.24260847,39.03937802,40.84007692,47.30204491,39.10030367,40.92122624,47.30382255,39.10231541,40.92340955,47.30516873,39.10383178,40.92433866,47.304292,39.10293161,40.92314486,47.24405085,39.04111152,40.84088983,47.24301845,39.04005158,40.83948516,47.21098186,39.00781745,40.80780143,47.21092648,39.0077204,40.80790505,47.21122271,39.00801511,40.80819365,47.21069075,39.00751583,40.80802281,47.24496908,39.04215755,40.84249467,47.24572259,39.04290634,40.84322593,47.24633175,39.04358177,40.84383406,47.08991283,38.88298069,40.62980552,47.24525373,39.04241322,40.84248583,47.24541998,39.04258304,40.84269907
73800,47.19341941,38.99017724,40.7885144,47.19256412,38.98914457,40.78766555,47.1943048,38.99102954,40.78933182,47.1943048,38.99102954,40.78933182,47.19325089,38.98964119,40.78823033,47.2531983,39.05107897,40.86990616,47.25498988,39.05310471,40.87210344,47.25635322,39.05463876,40.87305248,47.25547276,39.05373507,40.87185813,47.19471513,38.99139738,40.78907245,47.19367604,38.99033084,40.78766151,47.16136189,38.95781726,40.75568554,47.1613038,38.95771728,40.75578495,47.16160215,38.95801414,40.7560758,47.16106185,38.95750621,40.75589276,47.19563479,38.9924445,40.79067288,47.19639466,38.99319968,40.79141081,47.19700979,38.99388117,40.79202529,47.0392399,38.83192577,40.57660598,47.1959231,38.99270387,40.79066828,47.19609058,38.99287494,40.79088347
74700,47.14441289,38.9408072,40.73715765,47.14354744,38.93976401,40.73629775,47.14530523,38.94166645,40.73798218,47.14530523,38.94166645,40.73798218,47.14424124,38.94026772,40.73686996,47.20469796,39.00221603,40.81907038,47.20650348,39.00425578,40.82128169,47.20788372,39.00580723,40.82225011,47.20699938,39.00489985,40.82105469,47.14572684,38.94204607,40.73773999,47.14468102,38.94097285,40.73632264,47.11209058,38.90818111,40.70405688,47.11202988,38.90807831,40.70415234,47.11233033,38.90837728,40.70444542,47.11178191,38.90786096,40.70425083,47.14664823,38.94309459,40.73933701,47.14741442,38.94385614,40.74008158,47.14803549,38.94454363,40.74070234,46.98891903,38.78123818,40.52389733,47.14694014,38.9433576,40.73933652,47.14710882,38.9435299,40.73955357
75600,46.98100295,38.74963979,40.54677111,46.98007754,38.74852193,40.54585362,46.98189715,38.75049281,40.5475967,46.98189715,38.75049281,40.5475967,46.98076973,38.74898851,40.54642011,47.04254777,38.81239974,40.63015097,47.04443332,38.81455393,40.63247072,47.04591599,38.81622416,40.63349793,47.04500287,38.81528496,40.63225406,46.98238068,38.75093055,40.54737375,46.98129707,38.74981561,40.54589095,46.94804405,38.71629184,40.51299947,46.94796951,38.71617215,40.51309597,46.94828061,38.71648126,40.51339838,46.94770338,38.71594206,40.51320165,46.9833239,38.7520142,40.54902877,46.98411903,38.7528033,40.54979895,46.98477224,38.75353224,40.55044991,46.822128,38.586305,40.32956921,46.98362838,38.75228989,40.54901592,46.98380087,38.75246646,40.5492394
76500,46.92316956,38.69109056,40.48358287,46.92223214,38.6899607,40.48265243,46.92407092,38.69195055,40.48441518,46.92407092,38.69195055,40.48441518,46.92293109,38.69043353,40.48322527,46.98521806,38.75435777,40.56749458,46.98712055,38.75652907,40.5698323,46.9886238,38.75822017,40.57088231,46.98770558,38.75727601,40.56963504,46.92456653,38.69240084,40.48420716,46.92347471,38.69127775,40.48271572,46.88995048,38.65748194,40.44954591,46.88987276,38.65735872,40.44963779,46.89018634,38.65767033,40.44994277,46.88960032,38.65712205,40.44973502,46.92551349,38.69348811,40.48586411,46.92631592,38.69428453,40.48664179,46.92697608,38.69502053,40.4873001,47.34946921,39.07120158,40.68971402,46.92582185,38.69376764,40.48585497,46.92599596,38.6939459,40.4860811
77400,46.86580991,38.63304675,40.42119565,46.86486084,38.63190433,40.42025256,46.86671845,38.63391385,40.42203474,46.86671845,38.63391385,40.42203474,46.86556644,38.63238393,40.42083173,46.92836052,38.6968179,40.50563633,46.93027995,38.69900632,40.50799214,46.93180336,38.70071781,40.50906417,46.93087983,38.69976843,40.50781286,46.86722552,38.63437602,40.42184027,46.86612541,38.6332447,40.42033997,46.83233161,38.59917843,40.38689421,46.83225086,38.59905188,40.38698183,46.83256689,38.59936595,40.38728934,46.83197243,38.59880898,40.38707138,46.86817666,38.63546748,40.42350029,46.86898634,38.63627119,40.42428542,46.8696534,38.63701419,40.42495099,47.37585845,39.09616053,40.70153398,46.86848883,38.63575065,40.42349469,46.86866454,38.63593054,40.42372334
78300,47.36172539,39.08644665,40.75498699,47.3619778,39.08646409,40.75511031,47.36164888,39.08633915,40.75494709,47.36164888,39.08633915,40.75494709,47.36198076,39.08625869,40.75506042,46.87196173,38.63976494,40.44453885,46.87389811,38.64197047,40.44691283,46.87544129,38.64370198,40.4480062,46.87451223,38.64274719,40.4467503,47.36159705,39.08625544,40.75437102,47.36199268,39.08661256,40.75423826,47.37315816,39.09700025,40.76050473,47.37306775,39.09685251,40.76055452,47.37299699,39.09678311,40.760519,47.37305822,39.09686973,40.76081529,47.36112144,39.08593365,40.7546518,47.36093911,39.08575405,40.75455555,47.36081379,39.0857119,40.75451705,47.4033859,39.12233772,40.71583026,47.36114765,39.08592524,40.75441958,47.36113006,39.08591321,40.75448174
79200,47.14400288,38.79708174,40.46738527,47.14416846,38.79692107,40.4674422,47.14388464,38.796922,40.46728346,47.14388464,38.796922,40.46728346,47.14411146,38.79659033,40.46731165,47.12423162,38.77915083,40.47868488,47.12367917,38.77898366,40.47888744,47.12340343,38.77902366,40.47829534,47.12375454,38.77933665,40.47816797,47.1439319,38.79692452,40.4666378,47.14428519,38.79723139,40.46640614,47.15511466,38.80728674,40.47343791,47.15499383,38.80708149,40.47349989,47.15493544,38.80702364,40.47346599,47.15499617,38.80711879,40.4738637,47.14350655,38.79669996,40.4670834,47.14335204,38.79654629,40.46698977,47.14324721,38.7965551,40.46696029,47.18502455,38.83159651,40.42934199,47.14352039,38.79666967,40.46676645,47.1435074,38.79666316,40.46683664
80100,47.13140935,38.78184198,40.43931837,47.13156432,38.78167217,40.43937203,47.13129408,38.78168402,40.43921045,47.13129408,38.78168402,40.43921045,47.13150991,38.78134162,40.43923645,47.11180148,38.76404941,40.45029742,47.11125795,38.76389079,40.45048218,47.11100444,38.76395267,40.44990833,47.11135775,38.76426838,40.44980336,47.13135915,38.78170441,40.43859336,47.13170988,38.78200897,40.43837552,47.14245895,38.79198659,40.44562938,47.14233296,38.79177663,40.44568206,47.14227575,38.79171983,40.44564674,47.14232722,38.79180618,40.44603239,47.13092932,38.78147492,40.43901203,47.13077951,38.7813255,40.43891607,47.13068003,38.78133934,40.43888646,47.17191745,38.81590037,40.40166789,47.13094736,38.78144869,40.43870128,47.13093562,38.78144347,40.43877169
81000,47.11999066,38.76787951,40.41344198,47.12013448,38.76770004,40.413491,47.1198788,38.7677238,40.41332939,47.1198788,38.7677238,40.41332939,47.12008308,38.76737021,40.41335158,47.10058082,38.75026119,40.42419746,47.10004816,38.75011301,40.42437102,47.09981688,38.75019672,40.4238146,47.10017052,38.75051322,40.42372598,47.11996006,38.7677604,40.41273521,47.12030702,38.76806144,40.412527,47.13095818,38.77794354,40.41995139,47.13082743,38.77772917,40.41999605,47.13077158,38.77767361,40.41995978,47.13081449,38.77775187,40.42033571,47.1195282,38.76752848,40.41313484,47.11938351,38.76738376,40.41303779,47.11928967,38.76740291,40.41300898,47.15991793,38.80141574,40.37601274,47.11955009,38.76750597,40.4128289,47.11953967,38.7675021,40.41289986
81900,47.10970288,38.75514978,40.38959691,47.10983565,38.75496016,40.38964068,47.10959468,38.75499665,40.3894806,47.10959468,38.75499665,40.3894806,47.10978697,38.75463152,40.38949777,47.09051779,38.73773169,40.40020021,47.08999745,38.73759532,40.40036731,47.08978866,38.73770109,40.3998281,47.09014134,38.73801703,40.39975161,47.10969156,38.75504888,40.38890677,47.11003379,38.75534547,40.38870503,47.12057436,38.7651202,40.39626443,47.12043923,38.7649017,40.39630219,47.12038486,38.7648475,40.39626528,47.12041933,38.76491774,40.39663216,47.10925872,38.75481576,40.38929143,47.10911945,38.75467604,40.38919417,47.10903149,38.75470072,40.38916683,47.14900702,38.78812184,40.35228355,47.10928436,38.75479663,40.38898936,47.10927533,38.75479417,40.38906108
82800,46.66609339,38.16072158,39.84868689,46.66608172,38.16009902,39.84856793,46.66586147,38.16043675,39.84843556,46.66586147,38.16043675,39.84843556,46.66584553,38.159504,39.84822211,46.64567294,38.14158238,39.85755439,46.64538557,38.14184248,39.85805739,46.64553379,38.14261001,39.85771242,46.64582307,38.14285614,39.85749393,46.66617269,38.1606839,39.8478747,46.66642174,38.16087784,39.84747476,46.67755445,38.17139345,39.85630336,46.67737014,38.17103198,39.85633943,46.677325,38.1709871,39.85630607,46.67735298,38.17106035,39.85678324,46.6658063,38.1606349,39.84849943,46.66570781,38.16053514,39.84842589,46.66569246,38.16068318,39.84846334,46.70810762,38.1962693,39.81450965,46.66583257,38.16055734,39.84808813,46.66583449,38.16056691,39.84818059
83700,46.63356244,38.12527053,39.79832287,46.63353652,38.12464737,39.79819136,46.63333908,38.12498895,39.79807341,46.63333908,38.12498895,39.79807341,46.63330694,38.12404932,39.79784551,46.61342115,38.10647269,39.80730525,46.61315215,38.10675252,39.80781232,46.61333136,38.10753942,39.80750535,46.61361755,38.10778155,39.80729576,46.63366989,38.12525682,39.79754133,46.63391151,38.12544191,39.79714538,46.64490233,38.13574968,39.80598208,46.64471186,38.13538744,39.80600638,46.64466871,38.1353444,39.80597379,46.64468424,38.13540724,39.80643456,46.63330407,38.12520663,39.79815438,46.63321438,38.12511512,39.79808617,46.63320856,38.12527227,39.79813083,46.67480559,38.15995257,39.76364934,46.63333808,38.12513969,39.79775385,46.63334246,38.12515203,39.79784886
84600,46.60197633,38.09074746,39.74988938,46.60193503,38.090114,39.74974488,46.60176226,38.09047329,39.74964266,46.60176226,38.09047329,39.74964266,46.60171295,38.08951892,39.7493999,46.58212922,38.07227278,39.75902229,46.58187976,38.07257327,39.75953575,46.5820896,38.07337999,39.75926556,46.5823711,38.07361663,39.75906141,46.60211048,38.09075805,39.74913487,46.60234386,38.0909345,39.74874115,46.61319152,38.10111048,39.75756689,46.61299472,38.10074133,39.75758034,46.61295371,38.10070033,39.75754873,46.61295755,38.10075191,39.75799517,46.60174781,38.09071101,39.74974134,46.60166722,38.09062818,39.74967896,46.60167114,38.09079524,39.74973114,46.64242591,38.12470183,39.71465109,46.60178906,38.0906521,39.74935093,46.60179584,38.09066702,39.74944836
85500,46.57131051,38.05727646,39.70321086,46.57125307,38.05662644,39.70305287,46.57110618,38.05701181,39.70296817,46.57110618,38.05701181,39.70296817,46.57103911,38.05603854,39.70270989,46.55176871,38.03907661,39.71251365,46.55153915,38.03939913,39.71304353,46.55178106,38.04023611,39.71280143,46.55205729,38.04046756,39.71259371,46.57147124,38.05731194,39.70247004,46.57169648,38.05748011,39.70206893,46.58239401,38.06752039,39.71085742,46.58219095,38.06714506,39.71086414,46.58215217,38.06710621,39.71083385,46.58214454,38.06714704,39.71127371,46.57111269,38.05727005,39.70308518,46.57104144,38.05719623,39.7030293,46.57105526,38.05737361,39.70308945,46.61092726,38.09045888,39.66738455,46.57116135,38.0572183,39.70269942,46.57117042,38.05723561,39.70280026
86400,47.03491223,38.61370974,40.17909636,47.03487992,38.61331088,40.17900553,47.03483626,38.61356638,40.17896671,47.03483626,38.61356638,40.17896671,47.03483012,38.61293927,40.17881695,47.01949226,38.59951812,40.19153427,47.0192165,38.59965355,40.19188457,47.01934907,38.60014703,40.19162595,47.0196413,38.60040769,40.19154831,47.03513497,38.61381999,40.17858731,47.03536961,38.61401324,40.17830687,47.04414784,38.62214784,40.18534437,47.04396059,38.62186294,40.18532552,47.04394221,38.62184146,40.18531026,47.04387617,38.62182017,40.18558891,47.03475395,38.61365824,40.17897995,47.0347036,38.61360009,40.178938,47.03469877,38.61371553,40.178972,47.06462608,38.63816957,40.13620233,47.03481517,38.61366065,40.17868953,47.03482713,38.613679,40.17878677
